Repliccate,Gene_trees
8041,"(((((V,V),V),((((((U,U),U),U),U),(B,B)),W)),(((S,T),(((R,Q),P),O)),((((N,M),L),K),(J,(F,((((((H,H),D),((E,E),E)),D),D),(((G,G),I),C))))))),A);"
8130,"(((((B,W),V),U),((T,((S,S),(((R,Q),((P,P),P)),O))),(((N,M),(L,K)),(((J,J),J),(((F,F),G),(I,(((H,H),((E,E),(D,D))),(I,(C,C))))))))),A);"
10557,"((((V,V),((U,B),W)),((T,(S,((R,Q),O))),(((N,M),((((L,L),L),L),K)),(J,((E,(H,D)),(G,(I,(F,C)))))))),(A,A));"
960,"(((((V,V),((((S,S),T),((((R,R),Q),(P,P)),O)),(L,(((N,M),K),((((H,H),H),(I,J)),(((((((E,D),E),E),E),E),E),(D,(((F,F),G),(C,C))))))))),W),(U,B)),A);"
1424,"(((((((((V,V),V),V),V),B),((U,U),W)),W),(O,(((S,S),(T,((R,(Q,Q)),P))),((L,((N,M),K)),(F,((G,J),(I,((H,D),(E,C))))))))),(A,A));"
6550,"(A,(((((((((((V,V),V),V),V),V),V),V),V),(U,B)),W),(((S,S),(T,(((R,Q),P),O))),((N,M),((L,K),(J,((((E,E),E),(H,H)),(((F,G),I),C))))))));"
7456,"((((W,V),(((U,U),U),B)),((T,((S,S),(((P,P),P),(((R,R),(Q,Q)),(O,O))))),(((N,M),(L,K)),(((H,D),J),(((E,E),E),(((F,G),I),((C,C),C))))))),A);"
2263,"((T,(S,S)),(((((U,W),V),B),(((N,(M,M)),(L,(K,K))),(F,(G,((((H,H),(E,D)),(J,J)),(I,(C,C))))))),(((((R,R),R),P),Q),(O,O))));"
8328,"((((V,V),((U,B),(W,W))),((T,(S,(((R,Q),P),O))),((((N,(M,M)),L),K),((J,J),((E,(H,D)),((F,G),(I,C))))))),(((A,A),A),A));"
8489,"(((A,(((B,V),(U,W)),((T,(S,(P,((R,Q),O)))),((((N,M),L),K),(J,((E,(H,D)),(F,((G,I),C)))))))),A),((S,((R,(Q,Q)),(P,P))),((B,W),V)));"
9017,"(A,((((V,V),W),(U,B)),((T,((S,S),(((R,Q),P),(O,O)))),(((N,M),(((L,L),K),L)),(J,((G,(F,(((((((E,E),E),E),E),E),H),D))),(I,C)))))));"
871,"(((((((V,V),V),(U,W)),B),(((S,S),P),(T,(R,O)))),(((((N,N),M),L),K),(((J,J),J),(((F,I),G),((H,((D,D),(E,E))),C))))),A);"
4714,"((((((V,V),((U,U),(W,W))),V),B),(((S,S),(T,(((((R,Q),R),Q),(P,P)),((O,O),O)))),((((N,N),M),((L,L),K)),(J,(H,(E,((I,D),(((F,G),F),C)))))))),A);"
9008,"((((V,V),V),(U,B)),(((((S,S),S),S),(T,((P,P),(((R,R),Q),O)))),(((N,(((((M,M),M),M),M),M)),(L,K)),(J,((I,E),(H,(D,((F,G),C))))))));"
3372,"(((((U,U),B),W),V),((((((Q,Q),R),R),P),((S,(T,T)),(O,O))),((((M,M),N),(((L,L),L),K)),(((E,E),(((D,H),D),H)),(J,((((F,F),F),(G,G)),((I,(C,C)),I)))))));"
4134,"(((((U,B),V),W),((S,(T,(((R,Q),P),(((((O,O),O),O),O),O)))),(((N,(M,M)),(L,K)),(J,(((F,I),(((G,G),G),(H,(E,((((D,D),D),D),D))))),C))))),A);"
4615,"((((U,B),W),V),((T,((S,S),((P,P),((R,Q),O)))),(((N,M),(L,K)),(F,((I,J),(((((G,G),G),G),G),((E,(((((H,H),H),H),H),D)),C)))))));"
