Process,Replicate,Gene_tree,Species_Tree,Duplication,NNI,Loss
reconcILS,5,"((((((((Z,G),AB)1I  AB,AA),(((X,X)D,(Y,((V,(W,(U,U)D)1I  W),T))1I  V-T-W-U),(((S,R),((Q,Q)D,P)),(O,(J,((((M,M)D,I),N)1I  N,((K,L),H)1I  H)1I  I-M))))),(A,A)D)1I  B-A+1I  A,(B,(F,(E,D)))1I  B+1I  B)1I  D-F-E-B-A,AC),C);","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",5,11,0
ete3,5,"(C,((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((AC,B),A),((D,E),F))),((((E,D),F),((B,AC),(A,A))),(((((((((M,I),J),((N,H),(L,K))),(((H,N),(K,L)),(J,(I,(M,M))))),(((N,H),(K,L)),((M,I),J))),O),((P,(Q,Q)),(R,S))),(((X,(T,(((V,W),(U,U)),(U,(W,V))))),Y),((((U,(W,V)),T),(X,X)),Y))),(((Z,G),(AB,AA)),((AA,AB),(G,Z))))))));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",12,0,83
reconcILS,6,"(L  C,((((((((L  G,Z),(L  AB,AA)),((L  Z,G),(L  AA,AB)))D,((Y,(U,((W,V),((X,X)D,T)1I  V-W+1I  T)1I  V-W-T)),(O,(((L  J,(L  I,L  M)L)L,((L  H,L  N)L,(L  K,L))),((((((L  H,N),M)1I  N,(L  L,K))1I  M,(L  J,I)),((R,(S,Q)1I  S)1I  Q,P))D+1I  N-I-M-K,(((L  I,L  M)L,J),((L  L,L  K)L,(L  N,H))))D+1I  I-M-N-J-H-K)1I  I-L-M-N-H-J-K))),((L  D,E),F))1I  A+1I  E-F,A)1I  E-A-F,(L  AC,B)),((((L  AA,L  AB)L,(L  G,L  Z)L)L,((((L  Q,L  P)L,(L  S,L  R)L)L,(L  O,((L  J,(L  I,L  M)L)L,((L  L,L  K)L,(L  H,L  N)L)L)L)L)L,(L  Y,(L  X,(L  T,((L  V,L  W)L,L  U)L)L)L)L)L)L,((L  F,(L  D,L  E)L)L,(L  A,(L  B,AC)))))D);","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",5,13,20
ete3,6,"((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((AC,B),A))),((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),((((B,AC),A),((D,E),F)),(((((((O,(((N,H),(K,L)),((M,I),J))),((R,S),(P,Q))),((O,((((N,H),(K,L)),((M,I),J)),((((N,H),(L,K)),((M,I),J)),(((H,N),(K,L)),((I,M),J))))),(((R,S),(Q,P)),(((R,S),(P,Q)),((S,R),(P,Q)))))),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((((((U,(W,V)),T),(X,X)),(((U,(V,W)),T),X)),((((W,V),U),T),X)),Y)),(((Z,G),(AA,AB)),((G,Z),(AB,AA))))))));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",14,0,157
reconcILS,7,"((((((((AB,AA),(Z,G)),((X,(Y,(((W,W)D,(V,U)1I  V),T))1I  V-W-U-T),(((S,R),(Q,P)),(O,((K,L),(((N,J)1I  J,(M,I))1I  N,H)1I  H-N))))),C)1I  B-A+1I  B-A+1I  M-I-L-R-AB-Q-N-P-O-H-K-AA-Z-G-T-X-V-S-W-Y-U-J,(B,A)1I  B)1I  D-F-E-B-A+1I  AA-Z-G-M-B-A-T-L-I-R-X-AB-V-Q-S-W-P-N-O-H-Y-U-J-K,(F,(E,(((((D,D)D,D)D,D)D,D)D,D)D)))1I  D-AA-M-G-Z-F-B-A-I-L-R-T-X-AB-V-Q-S-W-N-P-O-J-Y-U-E-H-K,AC),(L  C,((((L  AA,L  AB)L,(L  G,L  Z)L)L,((((L  Q,L  P)L,(L  S,L  R)L)L,(L  O,((L  J,(L  I,L  M)L)L,((L  L,L  K)L,(L  H,L  N)L)L)L)L)L,(L  Y,(L  X,(L  T,((L  V,L  W)L,L  U)L)L)L)L)L)L,((L  F,(L  D,L  E)L)L,(L  A,(L  B,AC))))))D;","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",7,12,5
ete3,7,"(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C),(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C),(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((B,AC),A),(((D,(D,(D,(D,(D,D))))),E),F))),C),(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((AC,B),A))),C),(((((E,D),F),((B,AC),A)),(((((((((N,H),(K,L)),((M,I),J)),((((N,H),(K,L)),(J,(I,M))),(((H,N),(K,L)),((M,I),J)))),(((N,H),(L,K)),((M,I),J))),O),((P,Q),(R,S))),(((X,(T,(((W,V),U),(U,(V,(W,W)))))),Y),((((U,(W,V)),T),X),Y))),((G,Z),(AA,AB)))),C)))));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",15,0,145
reconcILS,8,"((L  C,((((L  AA,L  AB)L,(L  G,L  Z)L)L,((((L  Q,L  P)L,(L  S,L  R)L)L,(L  O,((L  J,(L  I,L  M)L)L,((L  L,L  K)L,(L  H,L  N)L)L)L)L)L,(L  Y,(L  X,(L  T,((L  V,L  W)L,L  U)L)L)L)L)L)L,((L  A,(L  AC,B)),(L  F,(E,D))))),(((((((Z,AB)1I  AB,AA)1I  Z,G),(((X,Y)1I  X,(((W,V),U),T)),((((S,R),Q)1I  Q,P),(O,(((J,(L  I,M)),((L  L,L  K)L,(L  H,N))),(K,((L,(L  J,(L  M,I)))1I  L+1I  L,(L  N,H))1I  H-L))D)))),C)1I  A-F+1I  M-L-I-R-AB-Q-N-P-O-H-K-AA-Z-G-T-X-V-S-W-Y-U-J,(((L  D,L  E)L,F),A)1I  A)1I  AA-Z-G-M-F-A-T-I-L-R-X-AB-V-Q-S-W-P-N-O-H-Y-U-J-K,(L  B,(AC,AC)D)))D;","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",3,11,13
ete3,8,"((((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,(AC,AC)),A))),C),(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C),(((((E,D),F),((B,AC),A)),((((((((((N,H),(K,L)),((M,I),J)),(((N,H),(K,L)),((M,I),J))),(((N,H),(L,K)),((M,I),J))),(((H,N),(K,L)),((I,M),J))),O),(((R,S),(Q,P)),((P,Q),(R,S)))),(((X,(T,(U,(V,W)))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AB,AA)),(((Z,G),(AB,AA)),((G,Z),(AA,AB)))))),C))),((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),((F,(D,E)),((AC,B),A))),C));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",11,0,126
reconcILS,9,"((L  C,((((L  AA,L  AB)L,(L  G,L  Z)L)L,((((L  Q,L  P)L,(L  S,L  R)L)L,(L  O,((L  J,(L  I,L  M)L)L,((L  L,L  K)L,(L  H,L  N)L)L)L)L)L,(L  Y,(L  X,(L  T,((L  V,L  W)L,L  U)L)L)L)L)L)L,((L  F,(L  D,L  E)L)L,(L  A,(L  B,(AC,AC)D))))),(((((((Z,G),(AB,AB)D)1I  AB,AA),((Y,(X,(((W,V),U),T))),(((S,R),((((Q,Q)D,Q)D,Q)D,P)),(((((((O,O)D,O)D,O)D,O)D,O)D,O)D,((N,(J,((M,I)D+1I  I,I)))1I  N,((K,L),H)1I  H))))),C)1I  E-D-F+1I  M-L-I-R-AB-Q-N-P-O-H-K-AA-G-Z-T-X-V-S-W-Y-U-J,(F,(E,D)))1I  D-AA-Z-G-M-F-T-I-L-R-X-AB-V-Q-S-W-P-N-O-H-Y-U-E-J-K,((L  AC,B),A)))D;","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",13,7,6
ete3,9,"((((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((AC,B),A))),C),(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((B,AC),A),((D,E),F))),C),(((((E,D),F),((B,AC),A)),((((((((M,I),J),((N,H),(L,K))),(((H,N),(K,L)),(((M,I),(I,M)),J))),(O,(O,(O,(O,(O,(O,O))))))),((P,(Q,(Q,(Q,Q)))),(R,S))),(((T,(U,(V,W))),X),Y)),(((Z,G),(AB,AA)),((AA,(AB,AB)),(G,Z))))),C))),((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,(AC,AC)),A))),C));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",17,0,99
reconcILS,10,"((L  C,((((L  AA,L  AB)L,(L  G,L  Z)L)L,((((L  Q,L  P)L,(L  S,L  R)L)L,(L  O,((L  J,(L  I,L  M)L)L,((L  L,L  K)L,(L  H,L  N)L)L)L)L)L,(L  Y,(L  X,(L  T,((L  V,L  W)L,L  U)L)L)L)L)L)L,((L  F,(L  D,L  E)L)L,(L  A,(L  B,(AC,AC)D))))),((((((((G,AA)1I  G,Z)1I  AA,AB),((Y,(X,((W,V),(U,T)1I  U))),((Q,((S,R),P)1I  P),(((K,L),((M,(J,I)1I  I),(N,O)1I  N+1I  N+1I  N)1I  N-L-K+1I  N-J-M-I)1I  I-L-M-N-J-K,H)))),(F,(E,D)))1I  E-D-F,C)1I  D-M-F-I-L-R-AB-Q-N-P-O-H-K-AA-G-Z-T-X-V-S-W-Y-U-E-J,(L  A,(L  AC,B))),(L  C,((((L  AA,L  AB)L,(L  G,L  Z)L)L,((((L  Q,L  P)L,(L  S,L  R)L)L,(L  O,((L  J,(L  I,L  M)L)L,((L  L,L  K)L,(L  H,L  N)L)L)L)L)L,(L  Y,(L  X,(L  T,((L  V,L  W)L,L  U)L)L)L)L)L)L,((L  F,(L  D,L  E)L)L,((L  AC,L  B)L,A)))))D)D;","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",3,13,11
ete3,10,"((((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C),(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((AC,B),A))),C),(C,((((B,AC),A),((D,E),F)),((((((((N,H),(K,L)),((M,I),J)),O),((((((H,N),(K,L)),((M,I),J)),O),((((N,H),(K,L)),(((M,I),J),((I,M),J))),O)),((((N,H),(L,K)),((M,I),J)),O))),(((Q,P),(R,S)),((R,S),(P,Q)))),((((((W,V),U),T),((U,(V,W)),T)),X),Y)),(((Z,G),(AA,AB)),(((G,Z),(AB,AA)),((Z,G),(AB,AA))))))))),((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,(AC,AC)),A))),C));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",12,0,130
reconcILS,11,"((((((G,AA)1I  G,Z)1I  AA,AB),((X,(Y,(V,((W,U)1I  W,(T,T)D)1I  U-W))1I  V-U-W-T),(((S,R),(Q,P)),(O,((K,L),((J,(M,I)),(N,H))1I  H-N))))),C)1I  M-I-L-R-AB-Q-N-P-O-H-K-AA-G-Z-T-X-V-S-W-Y-U-J,(B,((AC,(F,(E,D)))1I  AC+1I  AC,A)1I  A-AC));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",1,10,0
ete3,11,"(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((((E,D),F),((B,AC),A)),(((B,AC),A),((D,E),F))),(((E,D),F),((AC,B),A)))),C),(((((E,D),F),((B,AC),A)),((((((((K,L),(H,N)),((I,M),J)),(((N,H),(L,K)),((M,I),J))),O),((P,Q),(R,S))),(((X,(((T,T),((V,W),U)),((U,(W,V)),T))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),(((G,Z),(AB,AA)),((Z,G),(AB,AA)))))),C));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",9,0,66
reconcILS,12,"(((L  AC,B),(A,C)1I  A)1I  B-A,(((((L  G,Z),(L  AB,AA)),((L  Z,G),(L  AA,AB)))D,((X,(Y,(((W,V),U),T))1I  V-W-U-T),((S,R),((Q,P),((((L  J,(L  I,L  M)L)L,((L  L,L  K)L,(L  H,N))),O)D+1I  N,(I,((K,L),(M,(M,(J,(L  N,H))1I  M+1I  J)D+1I  M+1I  M+1I  J-M)1I  H)1I  J-M)))1I  Q-P))),(F,(E,D)))1I  E-D-F);","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",3,13,9
ete3,12,"((C,((((B,AC),A),((D,E),F)),((((((R,S),(P,Q)),((O,(((((((N,H),(K,L)),((M,I),J)),(((N,H),(K,L)),((I,M),J))),(((N,H),(K,L)),((I,M),J))),(((N,H),(L,K)),((M,I),J))),(((N,H),(K,L)),((M,I),J)))),((((H,N),(K,L)),((M,I),J)),O))),(((((N,H),(K,L)),((M,I),J)),O),((P,Q),(R,S)))),(((X,(T,(U,(V,W)))),Y),((((U,(W,V)),T),X),Y))),(((Z,G),(AA,AB)),((G,Z),(AB,AA)))))),(((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C),((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((AC,B),A))),C)));","((((((((U,(W,V)),T),X),Y),(((((N,H),(K,L)),((M,I),J)),O),((R,S),(P,Q)))),((Z,G),(AB,AA))),(((E,D),F),((B,AC),A))),C);",10,0,116
